INDEX;PART_NAME;PACKAGE_NAME;PIN_INDEX;PAD_NAME;CENTER_X;CENTER_Y;LONG_SIDE_LENGTH;SHORT_SIDE_LENGTH;ANGLE_DEGREE;NET
0;BETA;µZ-SOCKET-NOHOLES-R;0;1;19.6;24.425;0.5;2.0;0;BETA_TCK
1;BETA;µZ-SOCKET-NOHOLES-R;1;2;19.6;20.027;0.5;2.0;0;BETA_TMS
2;BETA;µZ-SOCKET-NOHOLES-R;2;3;18.8;24.425;0.5;2.0;0;BETA_TDO
3;BETA;µZ-SOCKET-NOHOLES-R;3;4;18.8;20.027;0.5;2.0;0;BETA_TDI
4;BETA;µZ-SOCKET-NOHOLES-R;4;5;18.0;24.425;0.5;2.0;0;
5;BETA;µZ-SOCKET-NOHOLES-R;5;6;18.0;20.027;0.5;2.0;0;
6;BETA;µZ-SOCKET-NOHOLES-R;6;7;17.2;24.425;0.5;2.0;0;CSO_NE_V
7;BETA;µZ-SOCKET-NOHOLES-R;7;8;17.2;20.027;0.5;2.0;0;
8;BETA;µZ-SOCKET-NOHOLES-R;8;9;16.4;24.425;0.5;2.0;0;SE_0
9;BETA;µZ-SOCKET-NOHOLES-R;9;10;16.4;20.027;0.5;2.0;0;SE_1
10;BETA;µZ-SOCKET-NOHOLES-R;10;11;15.6;24.425;0.5;2.0;0;JX1_00_P
11;BETA;µZ-SOCKET-NOHOLES-R;11;12;15.6;20.027;0.5;2.0;0;JX1_01_P
12;BETA;µZ-SOCKET-NOHOLES-R;12;13;14.8;24.425;0.5;2.0;0;JX1_00_N
13;BETA;µZ-SOCKET-NOHOLES-R;13;14;14.8;20.027;0.5;2.0;0;JX1_01_N
14;BETA;µZ-SOCKET-NOHOLES-R;14;15;14.0;24.425;0.5;2.0;0;GND
15;BETA;µZ-SOCKET-NOHOLES-R;15;16;14.0;20.027;0.5;2.0;0;GND
16;BETA;µZ-SOCKET-NOHOLES-R;16;17;13.2;24.425;0.5;2.0;0;JX1_02_P
17;BETA;µZ-SOCKET-NOHOLES-R;17;18;13.2;20.027;0.5;2.0;0;JX1_03_P
18;BETA;µZ-SOCKET-NOHOLES-R;18;19;12.4;24.425;0.5;2.0;0;JX1_02_N
19;BETA;µZ-SOCKET-NOHOLES-R;19;20;12.4;20.027;0.5;2.0;0;JX1_03_N
20;BETA;µZ-SOCKET-NOHOLES-R;20;21;11.6;24.425;0.5;2.0;0;GND
21;BETA;µZ-SOCKET-NOHOLES-R;21;22;11.6;20.027;0.5;2.0;0;GND
22;BETA;µZ-SOCKET-NOHOLES-R;22;23;10.8;24.425;0.5;2.0;0;JX1_04_P
23;BETA;µZ-SOCKET-NOHOLES-R;23;24;10.8;20.027;0.5;2.0;0;JX1_05_P
24;BETA;µZ-SOCKET-NOHOLES-R;24;25;10.0;24.425;0.5;2.0;0;JX1_04_N
25;BETA;µZ-SOCKET-NOHOLES-R;25;26;10.0;20.027;0.5;2.0;0;JX1_05_N
26;BETA;µZ-SOCKET-NOHOLES-R;26;27;9.2;24.425;0.5;2.0;0;GND
27;BETA;µZ-SOCKET-NOHOLES-R;27;28;9.2;20.027;0.5;2.0;0;GND
28;BETA;µZ-SOCKET-NOHOLES-R;28;29;8.4;24.425;0.5;2.0;0;JX1_06_P
29;BETA;µZ-SOCKET-NOHOLES-R;29;30;8.4;20.027;0.5;2.0;0;JX1_07_P
30;BETA;µZ-SOCKET-NOHOLES-R;30;31;7.6;24.425;0.5;2.0;0;JX1_06_N
31;BETA;µZ-SOCKET-NOHOLES-R;31;32;7.6;20.027;0.5;2.0;0;JX1_07_N
32;BETA;µZ-SOCKET-NOHOLES-R;32;33;6.8;24.425;0.5;2.0;0;GND
33;BETA;µZ-SOCKET-NOHOLES-R;33;34;6.8;20.027;0.5;2.0;0;GND
34;BETA;µZ-SOCKET-NOHOLES-R;34;35;6.0;24.425;0.5;2.0;0;JX1_08_P
35;BETA;µZ-SOCKET-NOHOLES-R;35;36;6.0;20.027;0.5;2.0;0;JX1_09_P
36;BETA;µZ-SOCKET-NOHOLES-R;36;37;5.2;24.425;0.5;2.0;0;JX1_08_N
37;BETA;µZ-SOCKET-NOHOLES-R;37;38;5.2;20.027;0.5;2.0;0;JX1_09_N
38;BETA;µZ-SOCKET-NOHOLES-R;38;39;4.4;24.425;0.5;2.0;0;GND
39;BETA;µZ-SOCKET-NOHOLES-R;39;40;4.4;20.027;0.5;2.0;0;GND
40;BETA;µZ-SOCKET-NOHOLES-R;40;41;3.6;24.425;0.5;2.0;0;JX1_10_P
41;BETA;µZ-SOCKET-NOHOLES-R;41;42;3.6;20.027;0.5;2.0;0;JX1_11_P
42;BETA;µZ-SOCKET-NOHOLES-R;42;43;2.8;24.425;0.5;2.0;0;JX1_10_N
43;BETA;µZ-SOCKET-NOHOLES-R;43;44;2.8;20.027;0.5;2.0;0;JX1_11_N
44;BETA;µZ-SOCKET-NOHOLES-R;44;45;2.0;24.425;0.5;2.0;0;GND
45;BETA;µZ-SOCKET-NOHOLES-R;45;46;2.0;20.027;0.5;2.0;0;GND
46;BETA;µZ-SOCKET-NOHOLES-R;46;47;1.2;24.425;0.5;2.0;0;JX1_12_P
47;BETA;µZ-SOCKET-NOHOLES-R;47;48;1.2;20.027;0.5;2.0;0;JX1_13_P
48;BETA;µZ-SOCKET-NOHOLES-R;48;49;0.4;24.425;0.5;2.0;0;JX1_12_N
49;BETA;µZ-SOCKET-NOHOLES-R;49;50;0.4;20.027;0.5;2.0;0;JX1_13_N
50;BETA;µZ-SOCKET-NOHOLES-R;50;51;-0.4;24.425;0.5;2.0;0;GND
51;BETA;µZ-SOCKET-NOHOLES-R;51;52;-0.4;20.027;0.5;2.0;0;GND
52;BETA;µZ-SOCKET-NOHOLES-R;52;53;-1.2;24.425;0.5;2.0;0;JX1_14_P
53;BETA;µZ-SOCKET-NOHOLES-R;53;54;-1.2;20.027;0.5;2.0;0;JX1_15_P
54;BETA;µZ-SOCKET-NOHOLES-R;54;55;-2.0;24.425;0.5;2.0;0;JX1_14_N
55;BETA;µZ-SOCKET-NOHOLES-R;55;56;-2.0;20.027;0.5;2.0;0;JX1_15_N
56;BETA;µZ-SOCKET-NOHOLES-R;56;57;-2.8;24.425;0.5;2.0;0;PEX_N_V
57;BETA;µZ-SOCKET-NOHOLES-R;57;58;-2.8;20.027;0.5;2.0;0;PEX_N_V
58;BETA;µZ-SOCKET-NOHOLES-R;58;59;-3.6;24.425;0.5;2.0;0;PCIE_N_5V
59;BETA;µZ-SOCKET-NOHOLES-R;59;60;-3.6;20.027;0.5;2.0;0;PCIE_N_5V
60;BETA;µZ-SOCKET-NOHOLES-R;60;61;-4.4;24.425;0.5;2.0;0;JX1_16_P
61;BETA;µZ-SOCKET-NOHOLES-R;61;62;-4.4;20.027;0.5;2.0;0;JX1_17_P
62;BETA;µZ-SOCKET-NOHOLES-R;62;63;-5.2;24.425;0.5;2.0;0;JX1_16_N
63;BETA;µZ-SOCKET-NOHOLES-R;63;64;-5.2;20.027;0.5;2.0;0;JX1_17_N
64;BETA;µZ-SOCKET-NOHOLES-R;64;65;-6.0;24.425;0.5;2.0;0;GND
65;BETA;µZ-SOCKET-NOHOLES-R;65;66;-6.0;20.027;0.5;2.0;0;GND
66;BETA;µZ-SOCKET-NOHOLES-R;66;67;-6.8;24.425;0.5;2.0;0;JX1_18_P
67;BETA;µZ-SOCKET-NOHOLES-R;67;68;-6.8;20.027;0.5;2.0;0;JX1_19_P
68;BETA;µZ-SOCKET-NOHOLES-R;68;69;-7.6;24.425;0.5;2.0;0;JX1_18_N
69;BETA;µZ-SOCKET-NOHOLES-R;69;70;-7.6;20.027;0.5;2.0;0;JX1_19_N
70;BETA;µZ-SOCKET-NOHOLES-R;70;71;-8.4;24.425;0.5;2.0;0;GND
71;BETA;µZ-SOCKET-NOHOLES-R;71;72;-8.4;20.027;0.5;2.0;0;GND
72;BETA;µZ-SOCKET-NOHOLES-R;72;73;-9.2;24.425;0.5;2.0;0;JX1_20_P
73;BETA;µZ-SOCKET-NOHOLES-R;73;74;-9.2;20.027;0.5;2.0;0;JX1_21_P
74;BETA;µZ-SOCKET-NOHOLES-R;74;75;-10.0;24.425;0.5;2.0;0;JX1_20_N
75;BETA;µZ-SOCKET-NOHOLES-R;75;76;-10.0;20.027;0.5;2.0;0;JX1_21_N
76;BETA;µZ-SOCKET-NOHOLES-R;76;77;-10.8;24.425;0.5;2.0;0;GND
77;BETA;µZ-SOCKET-NOHOLES-R;77;78;-10.8;20.027;0.5;2.0;0;PCIE_N_VCCIO
78;BETA;µZ-SOCKET-NOHOLES-R;78;79;-11.6;24.425;0.5;2.0;0;PCIE_N_V
79;BETA;µZ-SOCKET-NOHOLES-R;79;80;-11.6;20.027;0.5;2.0;0;PCIE_N_V
80;BETA;µZ-SOCKET-NOHOLES-R;80;81;-12.4;24.425;0.5;2.0;0;JX1_22_P
81;BETA;µZ-SOCKET-NOHOLES-R;81;82;-12.4;20.027;0.5;2.0;0;JX1_23_P
82;BETA;µZ-SOCKET-NOHOLES-R;82;83;-13.2;24.425;0.5;2.0;0;JX1_22_N
83;BETA;µZ-SOCKET-NOHOLES-R;83;84;-13.2;20.027;0.5;2.0;0;JX1_23_N
84;BETA;µZ-SOCKET-NOHOLES-R;84;85;-14.0;24.425;0.5;2.0;0;GND
85;BETA;µZ-SOCKET-NOHOLES-R;85;86;-14.0;20.027;0.5;2.0;0;GND
86;BETA;µZ-SOCKET-NOHOLES-R;86;87;-14.8;24.425;0.5;2.0;0;BANK13_00_P
87;BETA;µZ-SOCKET-NOHOLES-R;87;88;-14.8;20.027;0.5;2.0;0;BANK13_01_P
88;BETA;µZ-SOCKET-NOHOLES-R;88;89;-15.6;24.425;0.5;2.0;0;BANK13_00_N
89;BETA;µZ-SOCKET-NOHOLES-R;89;90;-15.6;20.027;0.5;2.0;0;BANK13_01_N
90;BETA;µZ-SOCKET-NOHOLES-R;90;91;-16.4;24.425;0.5;2.0;0;BANK13_02_P
91;BETA;µZ-SOCKET-NOHOLES-R;91;92;-16.4;20.027;0.5;2.0;0;BANK13_03_P
92;BETA;µZ-SOCKET-NOHOLES-R;92;93;-17.2;24.425;0.5;2.0;0;BANK13_02_N
93;BETA;µZ-SOCKET-NOHOLES-R;93;94;-17.2;20.027;0.5;2.0;0;BANK13_03_N
94;BETA;µZ-SOCKET-NOHOLES-R;94;95;-18.0;24.425;0.5;2.0;0;GND
95;BETA;µZ-SOCKET-NOHOLES-R;95;96;-18.0;20.027;0.5;2.0;0;GND
96;BETA;µZ-SOCKET-NOHOLES-R;96;97;-18.8;24.425;0.5;2.0;0;
97;BETA;µZ-SOCKET-NOHOLES-R;97;98;-18.8;20.027;0.5;2.0;0;
98;BETA;µZ-SOCKET-NOHOLES-R;98;99;-19.6;24.425;0.5;2.0;0;
99;BETA;µZ-SOCKET-NOHOLES-R;99;100;-19.6;20.027;0.5;2.0;0;
100;BETA;µZ-SOCKET-NOHOLES-R;100;101;19.6;-20.025;0.5;2.0;0;
101;BETA;µZ-SOCKET-NOHOLES-R;101;102;19.6;-24.425;0.5;2.0;0;
102;BETA;µZ-SOCKET-NOHOLES-R;102;103;18.8;-20.027;0.5;2.0;0;
103;BETA;µZ-SOCKET-NOHOLES-R;103;104;18.8;-24.425;0.5;2.0;0;
104;BETA;µZ-SOCKET-NOHOLES-R;104;105;18.0;-20.027;0.5;2.0;0;
105;BETA;µZ-SOCKET-NOHOLES-R;105;106;18.0;-24.425;0.5;2.0;0;
106;BETA;µZ-SOCKET-NOHOLES-R;106;107;17.2;-20.027;0.5;2.0;0;
107;BETA;µZ-SOCKET-NOHOLES-R;107;108;17.2;-24.425;0.5;2.0;0;
108;BETA;µZ-SOCKET-NOHOLES-R;108;109;16.4;-20.027;0.5;2.0;0;
109;BETA;µZ-SOCKET-NOHOLES-R;109;110;16.4;-24.425;0.5;2.0;0;
110;BETA;µZ-SOCKET-NOHOLES-R;110;111;15.6;-20.027;0.5;2.0;0;
111;BETA;µZ-SOCKET-NOHOLES-R;111;112;15.6;-24.425;0.5;2.0;0;CSO_SW_V
112;BETA;µZ-SOCKET-NOHOLES-R;112;113;14.8;-20.027;0.5;2.0;0;NC$1
113;BETA;µZ-SOCKET-NOHOLES-R;113;114;14.8;-24.425;0.5;2.0;0;NC$2
114;BETA;µZ-SOCKET-NOHOLES-R;114;115;14.0;-20.027;0.5;2.0;0;GND
115;BETA;µZ-SOCKET-NOHOLES-R;115;116;14.0;-24.425;0.5;2.0;0;GND
116;BETA;µZ-SOCKET-NOHOLES-R;116;117;13.2;-20.027;0.5;2.0;0;JX2_00_P
117;BETA;µZ-SOCKET-NOHOLES-R;117;118;13.2;-24.425;0.5;2.0;0;JX2_01_P
118;BETA;µZ-SOCKET-NOHOLES-R;118;119;12.4;-20.027;0.5;2.0;0;JX2_00_N
119;BETA;µZ-SOCKET-NOHOLES-R;119;120;12.4;-24.425;0.5;2.0;0;JX2_01_N
120;BETA;µZ-SOCKET-NOHOLES-R;120;121;11.6;-20.027;0.5;2.0;0;GND
121;BETA;µZ-SOCKET-NOHOLES-R;121;122;11.6;-24.425;0.5;2.0;0;GND
122;BETA;µZ-SOCKET-NOHOLES-R;122;123;10.8;-20.027;0.5;2.0;0;JX2_02_P
123;BETA;µZ-SOCKET-NOHOLES-R;123;124;10.8;-24.425;0.5;2.0;0;JX2_03_P
124;BETA;µZ-SOCKET-NOHOLES-R;124;125;10.0;-20.027;0.5;2.0;0;JX2_02_N
125;BETA;µZ-SOCKET-NOHOLES-R;125;126;10.0;-24.425;0.5;2.0;0;JX2_03_N
126;BETA;µZ-SOCKET-NOHOLES-R;126;127;9.2;-20.027;0.5;2.0;0;GND
127;BETA;µZ-SOCKET-NOHOLES-R;127;128;9.2;-24.425;0.5;2.0;0;GND
128;BETA;µZ-SOCKET-NOHOLES-R;128;129;8.4;-20.027;0.5;2.0;0;JX2_04_P
129;BETA;µZ-SOCKET-NOHOLES-R;129;130;8.4;-24.425;0.5;2.0;0;JX2_05_P
130;BETA;µZ-SOCKET-NOHOLES-R;130;131;7.6;-20.027;0.5;2.0;0;JX2_04_N
131;BETA;µZ-SOCKET-NOHOLES-R;131;132;7.6;-24.425;0.5;2.0;0;JX2_05_N
132;BETA;µZ-SOCKET-NOHOLES-R;132;133;6.8;-20.027;0.5;2.0;0;GND
133;BETA;µZ-SOCKET-NOHOLES-R;133;134;6.8;-24.425;0.5;2.0;0;GND
134;BETA;µZ-SOCKET-NOHOLES-R;134;135;6.0;-20.027;0.5;2.0;0;JX2_06_P
135;BETA;µZ-SOCKET-NOHOLES-R;135;136;6.0;-24.425;0.5;2.0;0;JX2_07_P
136;BETA;µZ-SOCKET-NOHOLES-R;136;137;5.2;-20.027;0.5;2.0;0;JX2_06_N
137;BETA;µZ-SOCKET-NOHOLES-R;137;138;5.2;-24.425;0.5;2.0;0;JX2_07_N
138;BETA;µZ-SOCKET-NOHOLES-R;138;139;4.4;-20.027;0.5;2.0;0;GND
139;BETA;µZ-SOCKET-NOHOLES-R;139;140;4.4;-24.425;0.5;2.0;0;GND
140;BETA;µZ-SOCKET-NOHOLES-R;140;141;3.6;-20.027;0.5;2.0;0;JX2_08_P
141;BETA;µZ-SOCKET-NOHOLES-R;141;142;3.6;-24.425;0.5;2.0;0;JX2_09_P
142;BETA;µZ-SOCKET-NOHOLES-R;142;143;2.8;-20.027;0.5;2.0;0;JX2_08_N
143;BETA;µZ-SOCKET-NOHOLES-R;143;144;2.8;-24.425;0.5;2.0;0;JX2_09_N
144;BETA;µZ-SOCKET-NOHOLES-R;144;145;2.0;-20.027;0.5;2.0;0;GND
145;BETA;µZ-SOCKET-NOHOLES-R;145;146;2.0;-24.425;0.5;2.0;0;GND
146;BETA;µZ-SOCKET-NOHOLES-R;146;147;1.2;-20.027;0.5;2.0;0;JX2_10_P
147;BETA;µZ-SOCKET-NOHOLES-R;147;148;1.2;-24.425;0.5;2.0;0;JX2_11_P
148;BETA;µZ-SOCKET-NOHOLES-R;148;149;0.4;-20.027;0.5;2.0;0;JX2_10_N
149;BETA;µZ-SOCKET-NOHOLES-R;149;150;0.4;-24.425;0.5;2.0;0;JX2_11_N
150;BETA;µZ-SOCKET-NOHOLES-R;150;151;-0.4;-20.027;0.5;2.0;0;GND
151;BETA;µZ-SOCKET-NOHOLES-R;151;152;-0.4;-24.425;0.5;2.0;0;GND
152;BETA;µZ-SOCKET-NOHOLES-R;152;153;-1.2;-20.027;0.5;2.0;0;JX2_12_P
153;BETA;µZ-SOCKET-NOHOLES-R;153;154;-1.2;-24.425;0.5;2.0;0;JX2_13_P
154;BETA;µZ-SOCKET-NOHOLES-R;154;155;-2.0;-20.027;0.5;2.0;0;JX2_12_N
155;BETA;µZ-SOCKET-NOHOLES-R;155;156;-2.0;-24.425;0.5;2.0;0;JX2_13_N
156;BETA;µZ-SOCKET-NOHOLES-R;156;157;-2.8;-20.027;0.5;2.0;0;PEX_S_V
157;BETA;µZ-SOCKET-NOHOLES-R;157;158;-2.8;-24.425;0.5;2.0;0;PEX_S_V
158;BETA;µZ-SOCKET-NOHOLES-R;158;159;-3.6;-20.027;0.5;2.0;0;PCIE_S_5V
159;BETA;µZ-SOCKET-NOHOLES-R;159;160;-3.6;-24.425;0.5;2.0;0;PCIE_S_5V
160;BETA;µZ-SOCKET-NOHOLES-R;160;161;-4.4;-20.027;0.5;2.0;0;JX2_14_P
161;BETA;µZ-SOCKET-NOHOLES-R;161;162;-4.4;-24.425;0.5;2.0;0;JX2_15_P
162;BETA;µZ-SOCKET-NOHOLES-R;162;163;-5.2;-20.027;0.5;2.0;0;JX2_14_N
163;BETA;µZ-SOCKET-NOHOLES-R;163;164;-5.2;-24.425;0.5;2.0;0;JX2_15_N
164;BETA;µZ-SOCKET-NOHOLES-R;164;165;-6.0;-20.027;0.5;2.0;0;GND
165;BETA;µZ-SOCKET-NOHOLES-R;165;166;-6.0;-24.425;0.5;2.0;0;GND
166;BETA;µZ-SOCKET-NOHOLES-R;166;167;-6.8;-20.027;0.5;2.0;0;JX2_16_P
167;BETA;µZ-SOCKET-NOHOLES-R;167;168;-6.8;-24.425;0.5;2.0;0;JX2_17_P
168;BETA;µZ-SOCKET-NOHOLES-R;168;169;-7.6;-20.027;0.5;2.0;0;JX2_16_N
